Report Level 3,BM000695,BM000696,BM000697,BM000698,BM000699,BM000700,BM000701,BM000702,BM000703,BM000704,BM000705,BM000706,BM000707,BM000708,BM000709,BM000710,BM000711,BM000712,BM000713,BM000714,BM000715,BM000716,BM000717,BM000718,BM000719
Butyrate (SCFA),18.164153559429398,18.015927267922983,18.10551399327886,18.365509597670872,18.215323216320346,17.85924975158464,18.100389125038394,17.413787579972876,18.46680427478572,17.860508260045126,17.885399484531423,18.05172019503004,18.051062295549134,18.055340250405816,18.296872995444254,18.11171786477288,17.417936180269518,17.421067935740574,17.809075169180304,18.0541991320827,18.089282716268993,18.176262200844775,18.060887521096223,18.1305736334357,17.97626726978287
Lactate,19.199344620860273,19.290233717375493,19.46485335013776,19.64957427534283,19.365937182482988,19.17214345180593,19.3653928357043,18.602324370949372,20.225016408162787,19.23264434589284,19.367642440372336,19.4117716851851,19.37406623013624,19.44089343098806,19.60197911979596,19.436914907525733,18.52587983201556,18.642281357305965,19.128009804996147,19.45132341386356,19.409455021643026,19.428529395461826,19.316951528767227,19.24482984073971,19.139908595362424
Carbohydrates,18.502406768314252,18.47952021032877,18.63263837054087,18.818027713530526,18.69043460311622,18.29996549470298,18.678278730725115,17.799853782901433,19.676242010229924,18.451297862936975,18.506397411595373,18.608560699051743,18.467615287254652,18.619613126869762,18.79073275768275,18.61402420051985,17.753561331306226,17.888912607959494,18.265237931425858,18.51739302322795,18.60888595685237,18.629497449805527,18.57117450473029,18.472595435451677,18.42564092217463
Proteins,17.544595059289172,17.584470731817657,17.66748136965852,17.87778189871101,17.74927846353523,17.431095089016864,17.709673328511986,16.932769580332902,18.43754002641829,17.427041986799985,17.661764449294708,17.728742630450295,17.558581300421476,17.64976748961415,17.793588063112608,17.7287506651138,16.86437144365219,16.970623636937226,17.3694381847504,17.632483598570786,17.664728252296488,17.70148983747688,17.680895500317924,17.652015845307936,17.515893735132412
Fats,16.21123351436158,16.2243579161763,16.323023227438938,16.499224645045878,16.303666319246744,16.004958480041445,16.33239383241147,15.338402344685608,17.165948201490405,16.048133215399673,16.222464161830516,16.29038943159202,16.056148233352957,16.289940829677253,16.56828400356909,16.29931333807931,15.332875888453685,15.451932224358217,15.917037090942237,16.127797224202713,16.198911746866578,16.340339351532794,16.204137540830445,16.14155428072002,16.146320024883895
Vitamin B1,17.29696914761225,17.272759255069463,17.377027698902,17.526412132265584,17.39966168606123,16.884765245817995,17.387636908594043,16.822819780913335,17.734751416449377,17.279708390182854,17.27394720423622,17.345721698208678,17.24229972364034,17.333826634449913,17.600520185704724,17.277576299838447,16.786377821890092,16.924324808906007,17.086129376315714,16.99319048048188,17.31188615049667,17.514995325440847,17.417473137982334,17.26120393212624,17.340485733799923
Vitamin B6,17.834904821624303,17.866244409618034,17.826709987628277,18.065701130626064,17.7506996269857,17.516021843487422,17.840399211922247,17.367975635289874,18.24536706774264,17.623580182822717,18.10946932327068,18.00084235895472,17.816802737724068,17.860605685011766,17.995579471741213,17.898535465872126,17.411886951180197,17.397729880112244,17.748638495278374,17.834844332238703,17.794185809964222,17.931004711636305,18.00619992431525,17.748524521231367,17.66362090319549
Vitamin B7,16.92693941346454,16.73898096061238,16.9735125001919,17.16143749799873,17.16700090945486,16.52870809540526,17.044738485834184,16.104769027556543,17.025439165998893,16.725840216773793,16.546079670098756,16.85541818668438,16.647765494888553,16.855200013584252,17.14482024021694,16.863586852366215,16.12793241446136,16.18238707860886,16.426143978981862,16.641349345141176,16.92356710602379,16.970136703077586,16.96322142881576,16.78390581261034,16.8767049091385
Vitamin B9,18.70677297107659,18.735801727521643,18.8833195650433,18.979249287764063,18.91657245222172,18.42238911346635,18.89010322882571,18.155611720530064,19.48684909460438,18.667406344313314,18.853345006091587,18.949760278668492,18.75108103797915,18.831157028450644,19.00160305227595,18.84076460906215,18.146121785022086,18.2199300423035,18.582399695611247,18.759383789122943,18.80333082451717,18.946791654293715,18.899255314619896,18.796338230134726,18.747438649377727
Vitamin B12,16.87148678146273,16.8128292833614,16.984545770486907,17.292082468875385,16.793094489224003,16.32328528031181,16.97109244814156,16.21851652038731,17.61125218229048,16.888863627779237,16.572059830727387,16.888894545366725,16.673674255695317,16.891092750247115,17.212363248560056,16.83469308132318,15.985869963198665,16.102583568587043,16.603382324842826,16.356240887725836,16.74595356969263,17.133998480139866,16.825775776187292,16.55070032985499,16.87770115980344
