Report Level 3,BM000219,BM000220,BM000221,BM000222,BM000223,BM000224,BM000225,BM000226,BM000227,BM000228,BM000229,BM000230,BM000231,BM000232,BM000233,BM000234,BM000235,BM000236,BM000237,BM000238,BM000239,BM000240,BM000241,BM000242,BM000243
Butyrate (SCFA),18.122204869118413,17.914392359044374,18.18643875814859,18.031265562247455,17.687679766871852,18.247752354230965,18.29844624956536,18.297596632658387,18.007693951818794,18.11732832360113,18.19595498010229,17.83891739489512,18.30399788600938,18.11183561432597,18.327900875457484,18.363819692558764,17.994800632287927,18.237191312034327,18.22207006837502,18.26122459839409,18.13189896677726,17.78510269354542,17.93256834231108,17.944572719828546,18.201375475226
Lactate,19.325063624352097,19.203885522596728,19.35523472109962,19.249973212475727,19.374037077731103,19.624810845871973,19.4453338657408,19.464685807532,19.18523333071712,19.29975953314882,19.44504020006175,19.040780859803846,19.471791406154317,19.23769813474586,19.50341950656736,19.458830350480717,19.186798036284667,19.532021300155805,19.420633049952304,19.508034080316733,19.336541697964154,18.90148653631117,19.077245161445582,19.150178525071663,19.332770499486962
Carbohydrates,18.624901905584156,18.50492629719498,18.74775830201911,18.573146572988456,18.467409934268744,18.827202949409713,18.75819149533859,18.79057818905878,18.408996124192146,18.536017688390952,18.647028451041958,18.28052034025528,18.79972224583746,18.617756013469283,18.872929720961228,18.89061995194599,18.555124605046405,18.669722728696975,18.724900473771385,18.87947520287286,18.603496018250638,18.20455819680546,18.308502022342676,18.343758555679017,18.577751557553242
Proteins,17.683976051889587,17.66126264645202,17.74399825209758,17.598747985647844,17.625787498617072,17.820028473514316,17.827255726534442,17.78830626039899,17.52765239622877,17.64881149534808,17.755058023539174,17.45126135410039,17.898611508882105,17.694892617016755,17.932656856823005,17.904260913397078,17.589633721256114,17.75120362391169,17.819915623347242,17.879802036864415,17.687478996831057,17.29978299148805,17.475159479225013,17.497692815114377,17.763039950874983
Fats,16.34060936253361,16.265547418569373,16.502818491576605,16.28031847080651,16.19307019411369,16.571073459615032,16.478946934578644,16.561622115991845,16.17387766517423,16.303387661171822,16.42707230779179,16.042937943561856,16.584821787652153,16.3939028231935,16.622725220804693,16.593822142331053,16.29722369292896,16.42172892358201,16.432270948796514,16.519498247990583,16.249771906200756,15.884817304036876,16.065178738206946,16.016182327668346,16.35679242079665
Vitamin B1,17.48672671718991,17.373204222898057,17.539224095399113,17.439155432270642,17.24482879109556,17.56808724582169,17.569697526831586,17.58618175786855,17.350369315455747,17.370581528215844,17.46483918669634,17.120866519403773,17.581485030307096,17.268637871897432,17.612623370606663,17.677516135890606,17.304232019142415,17.406481323297022,17.500168827376395,17.69686361490771,17.42882064613264,17.199649562940714,17.184564328972137,17.236736685585885,17.23312664769192
Vitamin B6,17.827350551149806,18.107795980500995,17.87291347628829,17.747715208721733,18.244151279236814,17.894025908331393,18.002915089437398,17.91592221345939,17.742109744306525,17.782603460100667,17.843098989804123,17.784520660906896,17.964740672528055,17.83109705610196,18.15405085539684,18.050468311045087,17.785477356859943,17.910816557723482,18.02359312814405,18.033997638291385,17.80072477411948,17.639985682195483,17.587783851247753,17.656753163485195,18.153395178386372
Vitamin B7,16.98881925644891,16.849391734453125,17.207447875968995,17.037443076351188,15.99186956825212,17.18086898676576,17.251868995766007,17.20401546975555,16.750191604832658,16.885728256013735,16.916388155078344,16.57672380178199,17.190681608880737,17.04384274628193,17.306672769897517,17.382669903682856,16.989101356105767,16.906224052269902,17.21552956818404,17.39186025204407,17.023183877501683,16.686923608450286,16.784804297578916,16.656771319324747,16.9498755435734
Vitamin B9,18.9092004008066,18.88952754806469,18.9175428360532,18.851880717069765,18.920836791901237,19.00904270175891,18.99006837148812,18.973420494661013,18.736878817641216,18.792874572836833,18.876339643473976,18.567113792310337,19.033179579719768,18.822795462827173,19.059940336508927,19.038950024536994,18.72178810765172,18.873600023455563,18.966957522454972,19.066000571957474,18.89719347695455,18.53705542105539,18.61081453537247,18.687534850114286,18.90595321152157
Vitamin B12,16.961006848072373,16.452558207852043,16.914216194261737,16.961903962829798,15.695017005605122,17.249304535841635,17.051512285242335,17.242617036578217,16.938989281244144,16.931317175700972,16.97662186250428,16.51227260808109,17.053240485256733,16.747905165236137,17.10067279189567,17.05870253338606,16.736425354573875,16.931480765386276,16.98845835266885,17.046666879413333,16.99916820515401,16.581829216787497,16.748680146050308,16.734680063830243,16.519364319924573
